Lb,d,bf,tw,tf,bf/2tf,h/tw,Zx*10^3,Iy*10^6,ry,J*10^3,Cw*10^9,E*10^3,Fy,G*10^3,Mp,Mcr,Lb/ry,h/tw,B/2t,h/B,tf/tw,E/Fy,Mp/Mcr
16000,932,310,21.1,34.6,4.48,39.1,13700,171,65.5,11700,34400,200,960,76.92,13152,1623.77,244.27,39.1,4.48,2.89,1.64,208.33,8.099674671
2500,927,307,19.4,31.9,4.81,42.4,12600,156,65.0,9240,31200,200,960,76.92,12096,29887.29,38.46,42.4,4.81,2.92,1.64,208.33,0.4047204917
4500,927,307,19.4,31.9,4.81,42.4,12600,156,65.0,9240,31200,200,960,76.92,12096,9895.17,69.23,42.4,4.81,2.92,1.64,208.33,1.222414655
6000,927,307,19.4,31.9,4.81,42.4,12600,156,65.0,9240,31200,200,960,76.92,12096,5961.99,92.31,42.4,4.81,2.92,1.64,208.33,2.028852779
8000,927,307,19.4,31.9,4.81,42.4,12600,156,65.0,9240,31200,200,960,76.92,12096,3716.77,123.08,42.4,4.81,2.92,1.64,208.33,3.25444177
9000,927,307,19.4,31.9,4.81,42.4,12600,156,65.0,9240,31200,200,960,76.92,12096,3097.97,138.46,42.4,4.81,2.92,1.64,208.33,3.904487384
10000,927,307,19.4,31.9,4.81,42.4,12600,156,65.0,9240,31200,200,960,76.92,12096,2647.74,153.85,42.4,4.81,2.92,1.64,208.33,4.568425028
2500,922,307,18.4,30.0,5.12,44.8,11800,144,64.8,7700,28700,200,960,76.92,11328,27453.04,38.58,44.8,5.12,2.91,1.63,208.33,0.4126319172
4500,922,307,18.4,30.0,5.12,44.8,11800,144,64.8,7700,28700,200,960,76.92,11328,9036.52,69.44,44.8,5.12,2.91,1.63,208.33,1.253580255
6000,922,307,18.4,30.0,5.12,44.8,11800,144,64.8,7700,28700,200,960,76.92,11328,5417.43,92.59,44.8,5.12,2.91,1.63,208.33,2.091028636
8000,922,307,18.4,30.0,5.12,44.8,11800,144,64.8,7700,28700,200,960,76.92,11328,3355.76,123.46,44.8,5.12,2.91,1.63,208.33,3.375687487
