Lb,d,bf,tw,tf,bf/2tf,h/tw,Zx*10^3,Iy*10^6,ry,J*10^3,Cw*10^9,E*10^3,Fy,G*10^3,Mp,Mcr,Lb/ry,h/tw,B/2t,h/B,tf/tw,E/Fy,Mp/Mcr
3000,157,153,6.6,9.3,8.25,19.1,246,6,38.1,100,30,200,960,76.92,236.16,172.86,78.74,19.1,8.25,0.97,1.40,208.33,1.36618561
3500,157,153,6.6,9.3,8.25,19.1,246,6,38.1,100,30,200,960,76.92,236.16,138.75,91.86,19.1,8.25,0.97,1.40,208.33,1.702022451
15000,157,153,6.6,9.3,8.25,19.1,246,6,38.1,100,30,200,960,76.92,236.16,25.75,393.70,19.1,8.25,0.97,1.40,208.33,9.17085883
1400,152,152,5.8,6.6,11.50,21.6,177,4,36.8,42,21,200,960,76.92,169.92,400.14,38.04,21.6,11.50,0.96,1.13,208.33,0.4246532573
1900,152,152,5.8,6.6,11.50,21.6,177,4,36.8,42,21,200,960,76.92,169.92,229.29,51.63,21.6,11.50,0.96,1.13,208.33,0.7410720636
2400,152,152,5.8,6.6,11.50,21.6,177,4,36.8,42,21,200,960,76.92,169.92,152.98,65.22,21.6,11.50,0.96,1.13,208.33,1.110741032
2900,152,152,5.8,6.6,11.50,21.6,177,4,36.8,42,21,200,960,76.92,169.92,112.11,78.80,21.6,11.50,0.96,1.13,208.33,1.515644726
3400,152,152,5.8,6.6,11.50,21.6,177,4,36.8,42,21,200,960,76.92,169.92,87.48,92.39,21.6,11.50,0.96,1.13,208.33,1.942327615
10000,152,152,5.8,6.6,11.50,21.6,177,4,36.8,42,21,200,960,76.92,169.92,21.86,271.74,21.6,11.50,0.96,1.13,208.33,7.77345101
1000,160,102,6.6,10.2,4.98,19.1,192,2,24.6,93,10,200,960,76.92,184.32,413.79,40.65,19.1,4.98,1.47,1.55,208.33,0.4454484988
1500,160,102,6.6,10.2,4.98,19.1,192,2,24.6,93,10,200,960,76.92,184.32,211.68,60.98,19.1,4.98,1.47,1.55,208.33,0.8707627591
2000,160,102,6.6,10.2,4.98,19.1,192,2,24.6,93,10,200,960,76.92,184.32,138.00,81.30,19.1,4.98,1.47,1.55,208.33,1.335663631
2500,160,102,6.6,10.2,4.98,19.1,192,2,24.6,93,10,200,960,76.92,184.32,101.80,101.63,19.1,4.98,1.47,1.55,208.33,1.810619905
3000,160,102,6.6,10.2,4.98,19.1,192,2,24.6,93,10,200,960,76.92,184.32,80.67,121.95,19.1,4.98,1.47,1.55,208.33,2.284762763
10000,160,102,6.6,10.2,4.98,19.1,192,2,24.6,93,10,200,960,76.92,184.32,21.39,406.50,19.1,4.98,1.47,1.55,208.33,8.616398838
900,153,102,5.8,7.1,7.14,21.6,136,1,23.3,38,7,200,960,76.92,130.56,314.30,38.63,21.6,7.14,1.43,1.22,208.33,0.4153987794
1400,153,102,5.8,7.1,7.14,21.6,136,1,23.3,38,7,200,960,76.92,130.56,143.21,60.09,21.6,7.14,1.43,1.22,208.33,0.9116899207
1900,153,102,5.8,7.1,7.14,21.6,136,1,23.3,38,7,200,960,76.92,130.56,87.08,81.55,21.6,7.14,1.43,1.22,208.33,1.49924717
2400,153,102,5.8,7.1,7.14,21.6,136,1,23.3,38,7,200,960,76.92,130.56,61.37,103.00,21.6,7.14,1.43,1.22,208.33,2.12747329
2900,153,102,5.8,7.1,7.14,21.6,136,1,23.3,38,7,200,960,76.92,130.56,47.14,124.46,21.6,7.14,1.43,1.22,208.33,2.769846865
7000,153,102,5.8,7.1,7.14,21.6,136,1,23.3,38,7,200,960,76.92,130.56,16.46,300.43,21.6,7.14,1.43,1.22,208.33,7.933381958
900,150,100,4.3,5.5,9.16,29.2,102,1,23.0,17,5,200,960,76.92,97.92,222.09,39.13,29.2,9.16,1.45,1.26,208.33,0.4409066739
1400,150,100,4.3,5.5,9.16,29.2,102,1,23.0,17,5,200,960,76.92,97.92,98.14,60.87,29.2,9.16,1.45,1.26,208.33,0.9977655706
1900,150,100,4.3,5.5,9.16,29.2,102,1,23.0,17,5,200,960,76.92,97.92,57.88,82.61,29.2,9.16,1.45,1.26,208.33,1.691840745
2400,150,100,4.3,5.5,9.16,29.2,102,1,23.0,17,5,200,960,76.92,97.92,39.71,104.35,29.2,9.16,1.45,1.26,208.33,2.465622073
2900,150,100,4.3,5.5,9.16,29.2,102,1,23.0,17,5,200,960,76.92,97.92,29.85,126.09,29.2,9.16,1.45,1.26,208.33,3.280472607
5000,150,100,4.3,5.5,9.16,29.2,102,1,23.0,17,5,200,960,76.92,97.92,14.42,217.39,29.2,9.16,1.45,1.26,208.33,6.791145386
900,148,100,4.3,5.0,10.10,29.1,94,1,22.6,14,4,200,960,76.92,90.144,198.70,39.82,29.1,10.10,1.43,1.15,208.33,0.4536681946
1400,148,100,4.3,5.0,10.10,29.1,94,1,22.6,14,4,200,960,76.92,90.144,87.41,61.95,29.1,10.10,1.43,1.15,208.33,1.031258862
1900,148,100,4.3,5.0,10.10,29.1,94,1,22.6,14,4,200,960,76.92,90.144,51.30,84.07,29.1,10.10,1.43,1.15,208.33,1.757071107
2400,148,100,4.3,5.0,10.10,29.1,94,1,22.6,14,4,200,960,76.92,90.144,35.05,106.19,29.1,10.10,1.43,1.15,208.33,2.57217529
2900,148,100,4.3,5.0,10.10,29.1,94,1,22.6,14,4,200,960,76.92,90.144,26.24,128.32,29.1,10.10,1.43,1.15,208.33,3.435456206
5000,148,100,4.3,5.0,10.10,29.1,94,1,22.6,14,4,200,960,76.92,90.144,12.55,221.24,29.1,10.10,1.43,1.15,208.33,7.182398291
1400,131,128,6.9,10.9,5.85,13.7,190,4,32.5,132,14,200,960,76.92,182.4,396.61,43.08,13.7,5.85,0.94,1.59,208.33,0.4598965132
1900,131,128,6.9,10.9,5.85,13.7,190,4,32.5,132,14,200,960,76.92,182.4,250.83,58.46,13.7,5.85,0.94,1.59,208.33,0.7271757428
2400,131,128,6.9,10.9,5.85,13.7,190,4,32.5,132,14,200,960,76.92,182.4,182.16,73.85,13.7,5.85,0.94,1.59,208.33,1.001294082
2900,131,128,6.9,10.9,5.85,13.7,190,4,32.5,132,14,200,960,76.92,182.4,143.05,89.23,13.7,5.85,0.94,1.59,208.33,1.275081152
3400,131,128,6.9,10.9,5.85,13.7,190,4,32.5,132,14,200,960,76.92,182.4,117.95,104.62,13.7,5.85,0.94,1.59,208.33,1.546457741
15000,131,128,6.9,10.9,5.85,13.7,190,4,32.5,132,14,200,960,76.92,182.4,24.24,461.54,13.7,5.85,0.94,1.59,208.33,7.523441692
1200,127,127,6.1,9.1,6.94,15.4,158,3,32.0,80,11,200,960,76.92,151.68,394.04,37.50,15.4,6.94,0.93,1.50,208.33,0.3849333366
1700,127,127,6.1,9.1,6.94,15.4,158,3,32.0,80,11,200,960,76.92,151.68,223.30,53.13,15.4,6.94,0.93,1.50,208.33,0.679267596
2200,127,127,6.1,9.1,6.94,15.4,158,3,32.0,80,11,200,960,76.92,151.68,152.32,68.75,15.4,6.94,0.93,1.50,208.33,0.9957753655
2700,127,127,6.1,9.1,6.94,15.4,158,3,32.0,80,11,200,960,76.92,151.68,115.03,84.38,15.4,6.94,0.93,1.50,208.33,1.318620986
3200,127,127,6.1,9.1,6.94,15.4,158,3,32.0,80,11,200,960,76.92,151.68,92.41,100.00,15.4,6.94,0.93,1.50,208.33,1.641393806
15000,127,127,6.1,9.1,6.94,15.4,158,3,32.0,80,11,200,960,76.92,151.68,17.15,468.75,15.4,6.94,0.93,1.50,208.33,8.844148112
1100,106,103,7.1,8.8,5.88,10.6,103,2,25.4,63,4,200,960,76.92,98.88,222.39,43.31,10.6,5.88,0.94,1.23,208.33,0.4446329587
1600,106,103,7.1,8.8,5.88,10.6,103,2,25.4,63,4,200,960,76.92,98.88,128.39,62.99,10.6,5.88,0.94,1.23,208.33,0.770146205
2100,106,103,7.1,8.8,5.88,10.6,103,2,25.4,63,4,200,960,76.92,98.88,89.81,82.68,10.6,5.88,0.94,1.23,208.33,1.101046251
2600,106,103,7.1,8.8,5.88,10.6,103,2,25.4,63,4,200,960,76.92,98.88,69.21,102.36,10.6,5.88,0.94,1.23,208.33,1.428797157
3100,106,103,7.1,8.8,5.88,10.6,103,2,25.4,63,4,200,960,76.92,98.88,56.43,122.05,10.6,5.88,0.94,1.23,208.33,1.752299853
15000,106,103,7.1,8.8,5.88,10.6,103,2,25.4,63,4,200,960,76.92,98.88,10.87,590.55,10.6,5.88,0.94,1.23,208.33,9.099563434
4500,1140,409,31.0,55.1,3.71,35.0,32800,633,90.4,55800,186000,200,690,76.92,22632,48727.66,49.78,35.0,3.71,2.65,1.78,289.86,0.4644590289
8000,1140,409,31.0,55.1,3.71,35.0,32800,633,90.4,55800,186000,200,690,76.92,22632,18330.69,88.50,35.0,3.71,2.65,1.78,289.86,1.234650845
12000,1140,409,31.0,55.1,3.71,35.0,32800,633,90.4,55800,186000,200,690,76.92,22632,10093.65,132.74,35.0,3.71,2.65,1.78,289.86,2.242201521
16000,1140,409,31.0,55.1,3.71,35.0,32800,633,90.4,55800,186000,200,690,76.92,22632,6925.69,176.99,35.0,3.71,2.65,1.78,289.86,3.267830923
18000,1140,409,31.0,55.1,3.71,35.0,32800,633,90.4,55800,186000,200,690,76.92,22632,5992.20,199.12,35.0,3.71,2.65,1.78,289.86,3.776912533
20000,1140,409,31.0,55.1,3.71,35.0,32800,633,90.4,55800,186000,200,690,76.92,22632,5284.89,221.24,35.0,3.71,2.65,1.78,289.86,4.282400816
4500,1130,406,27.9,50.0,4.06,38.7,29500,562,89.9,41600,163000,200,690,76.92,20355,42362.69,50.06,38.7,4.06,2.66,1.79,289.86,0.4804936076
8000,1130,406,27.9,50.0,4.06,38.7,29500,562,89.9,41600,163000,200,690,76.92,20355,15643.91,88.99,38.7,4.06,2.66,1.79,289.86,1.301144954
12000,1130,406,27.9,50.0,4.06,38.7,29500,562,89.9,41600,163000,200,690,76.92,20355,8476.16,133.48,38.7,4.06,2.66,1.79,289.86,2.401441672
16000,1130,406,27.9,50.0,4.06,38.7,29500,562,89.9,41600,163000,200,690,76.92,20355,5757.03,177.98,38.7,4.06,2.66,1.79,289.86,3.535674777
18000,1130,406,27.9,50.0,4.06,38.7,29500,562,89.9,41600,163000,200,690,76.92,20355,4963.62,200.22,38.7,4.06,2.66,1.79,289.86,4.100840394
20000,1130,406,27.9,50.0,4.06,38.7,29500,562,89.9,41600,163000,200,690,76.92,20355,4365.59,222.47,38.7,4.06,2.66,1.79,289.86,4.662601614
4500,1120,404,26.2,44.9,4.50,41.0,26500,499,88.6,31100,144000,200,690,76.92,18285,37032.45,50.79,41.0,4.50,2.66,1.71,289.86,0.4937561923
8000,1120,404,26.2,44.9,4.50,41.0,26500,499,88.6,31100,144000,200,690,76.92,18285,13434.57,90.29,41.0,4.50,2.66,1.71,289.86,1.361040715
12000,1120,404,26.2,44.9,4.50,41.0,26500,499,88.6,31100,144000,200,690,76.92,18285,7159.12,135.44,41.0,4.50,2.66,1.71,289.86,2.554083335
16000,1120,404,26.2,44.9,4.50,41.0,26500,499,88.6,31100,144000,200,690,76.92,18285,4809.12,180.59,41.0,4.50,2.66,1.71,289.86,3.802152498
18000,1120,404,26.2,44.9,4.50,41.0,26500,499,88.6,31100,144000,200,690,76.92,18285,4130.12,203.16,41.0,4.50,2.66,1.71,289.86,4.427229556
20000,1120,404,26.2,44.9,4.50,41.0,26500,499,88.6,31100,144000,200,690,76.92,18285,3621.12,225.73,41.0,4.50,2.66,1.71,289.86,5.049542586
4500,1110,401,22.0,39.9,5.02,48.6,23100,433,88.6,21200,124000,200,690,76.92,15939,31522.07,50.79,48.6,5.02,2.67,1.82,289.86,0.505645729
8000,1110,401,22.0,39.9,5.02,48.6,23100,433,88.6,21200,124000,200,690,76.92,15939,11181.47,90.29,48.6,5.02,2.67,1.82,289.86,1.425483673
12000,1110,401,22.0,39.9,5.02,48.6,23100,433,88.6,21200,124000,200,690,76.92,15939,5824.48,135.44,48.6,5.02,2.67,1.82,289.86,2.736551996
16000,1110,401,22.0,39.9,5.02,48.6,23100,433,88.6,21200,124000,200,690,76.92,15939,3849.91,180.59,48.6,5.02,2.67,1.82,289.86,4.140099756
18000,1110,401,22.0,39.9,5.02,48.6,23100,433,88.6,21200,124000,200,690,76.92,15939,3286.73,203.16,48.6,5.02,2.67,1.82,289.86,4.849498667
20000,1110,401,22.0,39.9,5.02,48.6,23100,433,88.6,21200,124000,200,690,76.92,15939,2867.71,225.73,48.6,5.02,2.67,1.82,289.86,5.558089667
4200,1100,401,19.9,36.0,5.57,53.5,20800,384,88.1,15500,109000,200,690,76.92,14352,31422.13,47.67,53.5,5.57,2.65,1.81,289.86,0.4567481797
8000,1100,401,19.9,36.0,5.57,53.5,20800,384,88.1,15500,109000,200,690,76.92,14352,9620.92,90.81,53.5,5.57,2.65,1.81,289.86,1.491748466
12000,1100,401,19.9,36.0,5.57,53.5,20800,384,88.1,15500,109000,200,690,76.92,14352,4926.20,136.21,53.5,5.57,2.65,1.81,289.86,2.913402147
16000,1100,401,19.9,36.0,5.57,53.5,20800,384,88.1,15500,109000,200,690,76.92,14352,3213.86,181.61,53.5,5.57,2.65,1.81,289.86,4.465658207
18000,1100,401,19.9,36.0,5.57,53.5,20800,384,88.1,15500,109000,200,690,76.92,14352,2730.00,204.31,53.5,5.57,2.65,1.81,289.86,5.257134326
20000,1100,401,19.9,36.0,5.57,53.5,20800,384,88.1,15500,109000,200,690,76.92,14352,2372.04,227.01,53.5,5.57,2.65,1.81,289.86,6.050496524
4000,1090,401,18.0,31.1,6.45,58.8,18000,331,87.1,10400,92900,200,690,76.92,12420,29312.74,45.92,58.8,6.45,2.64,1.73,289.86,0.4237065031
8000,1090,401,18.0,31.1,6.45,58.8,18000,331,87.1,10400,92900,200,690,76.92,12420,8013.37,91.85,58.8,6.45,2.64,1.73,289.86,1.549910613
12000,1090,401,18.0,31.1,6.45,58.8,18000,331,87.1,10400,92900,200,690,76.92,12420,4018.07,137.77,58.8,6.45,2.64,1.73,289.86,3.091035044
16000,1090,401,18.0,31.1,6.45,58.8,18000,331,87.1,10400,92900,200,690,76.92,12420,2577.07,183.70,58.8,6.45,2.64,1.73,289.86,4.819420974
18000,1090,401,18.0,31.1,6.45,58.8,18000,331,87.1,10400,92900,200,690,76.92,12420,2174.21,206.66,58.8,6.45,2.64,1.73,289.86,5.712424377
20000,1090,401,18.0,31.1,6.45,58.8,18000,331,87.1,10400,92900,200,690,76.92,12420,1878.18,229.62,58.8,6.45,2.64,1.73,289.86,6.612767397
5000,1110,429,50.0,89.7,2.39,20.4,50500,1190,98.0,245000,309000,200,690,76.92,34845,83503.22,51.02,20.4,2.39,2.38,1.79,289.86,0.4172892846
8000,1110,429,50.0,89.7,2.39,20.4,50500,1190,98.0,245000,309000,200,690,76.92,34845,42276.63,81.63,20.4,2.39,2.38,1.79,289.86,0.8242142338
12000,1110,429,50.0,89.7,2.39,20.4,50500,1190,98.0,245000,309000,200,690,76.92,34845,25419.38,122.45,20.4,2.39,2.38,1.79,289.86,1.370804349
16000,1110,429,50.0,89.7,2.39,20.4,50500,1190,98.0,245000,309000,200,690,76.92,34845,18283.23,163.27,20.4,2.39,2.38,1.79,289.86,1.90584504
18000,1110,429,50.0,89.7,2.39,20.4,50500,1190,98.0,245000,309000,200,690,76.92,34845,16059.21,183.67,20.4,2.39,2.38,1.79,289.86,2.16978297
20000,1110,429,50.0,89.7,2.39,20.4,50500,1190,98.0,245000,309000,200,690,76.92,34845,14328.05,204.08,20.4,2.39,2.38,1.79,289.86,2.431943435
4500,1090,424,45.5,82.2,2.58,22.2,45200,1050,96.5,185000,268000,200,690,76.92,31188,84191.33,46.63,22.2,2.58,2.38,1.81,289.86,0.3704419578
8000,1090,424,45.5,82.2,2.58,22.2,45200,1050,96.5,185000,268000,200,690,76.92,31188,35359.03,82.90,22.2,2.58,2.38,1.81,289.86,0.8820378518
12000,1090,424,45.5,82.2,2.58,22.2,45200,1050,96.5,185000,268000,200,690,76.92,31188,21029.62,124.35,22.2,2.58,2.38,1.81,289.86,1.483051304
16000,1090,424,45.5,82.2,2.58,22.2,45200,1050,96.5,185000,268000,200,690,76.92,31188,15047.65,165.80,22.2,2.58,2.38,1.81,289.86,2.072615851
18000,1090,424,45.5,82.2,2.58,22.2,45200,1050,96.5,185000,268000,200,690,76.92,31188,13196.51,186.53,22.2,2.58,2.38,1.81,289.86,2.363351581
20000,1090,424,45.5,82.2,2.58,22.2,45200,1050,96.5,185000,268000,200,690,76.92,31188,11760.16,207.25,22.2,2.58,2.38,1.81,289.86,2.652005265
4500,1070,417,39.1,70.0,2.98,25.6,38000,849,94.5,115000,212000,200,690,76.92,26220,64740.21,47.62,25.6,2.98,2.40,1.79,289.86,0.405003298
8000,1070,417,39.1,70.0,2.98,25.6,38000,849,94.5,115000,212000,200,690,76.92,26220,26293.41,84.66,25.6,2.98,2.40,1.79,289.86,0.9972080083
12000,1070,417,39.1,70.0,2.98,25.6,38000,849,94.5,115000,212000,200,690,76.92,26220,15320.39,126.98,25.6,2.98,2.40,1.79,289.86,1.711445186
16000,1070,417,39.1,70.0,2.98,25.6,38000,849,94.5,115000,212000,200,690,76.92,26220,10850.97,169.31,25.6,2.98,2.40,1.79,289.86,2.416373818
18000,1070,417,39.1,70.0,2.98,25.6,38000,849,94.5,115000,212000,200,690,76.92,26220,9486.13,190.48,25.6,2.98,2.40,1.79,289.86,2.764035645
20000,1070,417,39.1,70.0,2.98,25.6,38000,849,94.5,115000,212000,200,690,76.92,26220,8433.55,211.64,25.6,2.98,2.40,1.79,289.86,3.109010644
4500,1050,411,34.0,59.7,3.44,29.1,32100,703,92.7,73700,171000,200,690,76.92,22149,51253.58,48.54,29.1,3.44,2.41,1.76,289.86,0.4321454082
8000,1050,411,34.0,59.7,3.44,29.1,32100,703,92.7,73700,171000,200,690,76.92,22149,20178.99,86.30,29.1,3.44,2.41,1.76,289.86,1.09762657
12000,1050,411,34.0,59.7,3.44,29.1,32100,703,92.7,73700,171000,200,690,76.92,22149,11511.68,129.45,29.1,3.44,2.41,1.76,289.86,1.92404649
16000,1050,411,34.0,59.7,3.44,29.1,32100,703,92.7,73700,171000,200,690,76.92,22149,8062.39,172.60,29.1,3.44,2.41,1.76,289.86,2.74720106
18000,1050,411,34.0,59.7,3.44,29.1,32100,703,92.7,73700,171000,200,690,76.92,22149,7023.23,194.17,29.1,3.44,2.41,1.76,289.86,3.153677531
20000,1050,411,34.0,59.7,3.44,29.1,32100,703,92.7,73700,171000,200,690,76.92,22149,6226.99,215.75,29.1,3.44,2.41,1.76,289.86,3.556934532
4500,1040,409,31.0,55.9,3.66,31.7,29500,641,92.5,59100,155000,200,690,76.92,20355,45908.48,48.65,31.7,3.66,2.41,1.80,289.86,0.4433820981
8000,1040,409,31.0,55.9,3.66,31.7,29500,641,92.5,59100,155000,200,690,76.92,20355,17788.60,86.49,31.7,3.66,2.41,1.80,289.86,1.144272236
12000,1040,409,31.0,55.9,3.66,31.7,29500,641,92.5,59100,155000,200,690,76.92,20355,10029.43,129.73,31.7,3.66,2.41,1.80,289.86,2.02952735
16000,1040,409,31.0,55.9,3.66,31.7,29500,641,92.5,59100,155000,200,690,76.92,20355,6978.33,172.97,31.7,3.66,2.41,1.80,289.86,2.916886387
18000,1040,409,31.0,55.9,3.66,31.7,29500,641,92.5,59100,155000,200,690,76.92,20355,6065.95,194.59,31.7,3.66,2.41,1.80,289.86,3.355618378
20000,1040,409,31.0,55.9,3.66,31.7,29500,641,92.5,59100,155000,200,690,76.92,20355,5369.41,216.22,31.7,3.66,2.41,1.80,289.86,3.790920167
4000,1030,409,29.5,52.0,3.93,33.2,27500,591,91.4,48300,142000,200,690,76.92,18975,51545.05,43.76,33.2,3.93,2.39,1.76,289.86,0.3681245662
8000,1030,409,29.5,52.0,3.93,33.2,27500,591,91.4,48300,142000,200,690,76.92,18975,15912.94,87.53,33.2,3.93,2.39,1.76,289.86,1.19242561
12000,1030,409,29.5,52.0,3.93,33.2,27500,591,91.4,48300,142000,200,690,76.92,18975,8872.19,131.29,33.2,3.93,2.39,1.76,289.86,2.138705805
16000,1030,409,29.5,52.0,3.93,33.2,27500,591,91.4,48300,142000,200,690,76.92,18975,6133.34,175.05,33.2,3.93,2.39,1.76,289.86,3.093747106
18000,1030,409,29.5,52.0,3.93,33.2,27500,591,91.4,48300,142000,200,690,76.92,18975,5320.04,196.94,33.2,3.93,2.39,1.76,289.86,3.566701978
20000,1030,409,29.5,52.0,3.93,33.2,27500,591,91.4,48300,142000,200,690,76.92,18975,4701.34,218.82,33.2,3.93,2.39,1.76,289.86,4.036081645
4000,1030,406,28.4,50.9,3.99,34.5,26900,574,91.4,45400,138000,200,690,76.92,18561,49933.83,43.76,34.5,3.99,2.41,1.79,289.86,0.3717119218
8000,1030,406,28.4,50.9,3.99,34.5,26900,574,91.4,45400,138000,200,690,76.92,18561,15343.15,87.53,34.5,3.99,2.41,1.79,289.86,1.209725298
12000,1030,406,28.4,50.9,3.99,34.5,26900,574,91.4,45400,138000,200,690,76.92,18561,8526.37,131.29,34.5,3.99,2.41,1.79,289.86,2.176894277
16000,1030,406,28.4,50.9,3.99,34.5,26900,574,91.4,45400,138000,200,690,76.92,18561,5882.79,175.05,34.5,3.99,2.41,1.79,289.86,3.155137467
18000,1030,406,28.4,50.9,3.99,34.5,26900,574,91.4,45400,138000,200,690,76.92,18561,5099.38,196.94,34.5,3.99,2.41,1.79,289.86,3.63985105
20000,1030,406,28.4,50.9,3.99,34.5,26900,574,91.4,45400,138000,200,690,76.92,18561,4504.05,218.82,34.5,3.99,2.41,1.79,289.86,4.120953643
4000,1020,404,25.4,45.9,4.40,38.4,23900,508,90.9,33000,120000,200,690,76.92,16491,43188.72,44.00,38.4,4.40,2.41,1.81,289.86,0.3818357761
8000,1020,404,25.4,45.9,4.40,38.4,23900,508,90.9,33000,120000,200,690,76.92,16491,12952.59,88.01,38.4,4.40,2.41,1.81,289.86,1.273181281
12000,1020,404,25.4,45.9,4.40,38.4,23900,508,90.9,33000,120000,200,690,76.92,16491,7070.54,132.01,38.4,4.40,2.41,1.81,289.86,2.332353276
16000,1020,404,25.4,45.9,4.40,38.4,23900,508,90.9,33000,120000,200,690,76.92,16491,4825.27,176.02,38.4,4.40,2.41,1.81,289.86,3.417631342
18000,1020,404,25.4,45.9,4.40,38.4,23900,508,90.9,33000,120000,200,690,76.92,16491,4167.16,198.02,38.4,4.40,2.41,1.81,289.86,3.957370227
20000,1020,404,25.4,45.9,4.40,38.4,23900,508,90.9,33000,120000,200,690,76.92,16491,3669.91,220.02,38.4,4.40,2.41,1.81,289.86,4.493568276
4000,1010,401,23.6,41.8,4.80,41.0,21800,454,89.9,25500,107000,200,690,76.92,15042,38175.63,44.49,41.0,4.80,2.41,1.77,289.86,0.3940210401
8000,1010,401,23.6,41.8,4.80,41.0,21800,454,89.9,25500,107000,200,690,76.92,15042,11244.45,88.99,41.0,4.80,2.41,1.77,289.86,1.337726417
12000,1010,401,23.6,41.8,4.80,41.0,21800,454,89.9,25500,107000,200,690,76.92,15042,6050.93,133.48,41.0,4.80,2.41,1.77,289.86,2.485900226
16000,1010,401,23.6,41.8,4.80,41.0,21800,454,89.9,25500,107000,200,690,76.92,15042,4091.48,177.98,41.0,4.80,2.41,1.77,289.86,3.676416741
18000,1010,401,23.6,41.8,4.80,41.0,21800,454,89.9,25500,107000,200,690,76.92,15042,3522.07,200.22,41.0,4.80,2.41,1.77,289.86,4.270789284
20000,1010,401,23.6,41.8,4.80,41.0,21800,454,89.9,25500,107000,200,690,76.92,15042,3093.83,222.47,41.0,4.80,2.41,1.77,289.86,4.861930622
4000,1010,401,21.1,39.9,5.03,46.0,20500,433,90.9,21400,102000,200,690,76.92,14145,36117.94,44.00,46.0,5.03,2.42,1.89,289.86,0.3916336492
8000,1010,401,21.1,39.9,5.03,46.0,20500,433,90.9,21400,102000,200,690,76.92,14145,10479.83,88.01,46.0,5.03,2.42,1.89,289.86,1.349735429
12000,1010,401,21.1,39.9,5.03,46.0,20500,433,90.9,21400,102000,200,690,76.92,14145,5568.62,132.01,46.0,5.03,2.42,1.89,289.86,2.540127217
16000,1010,401,21.1,39.9,5.03,46.0,20500,433,90.9,21400,102000,200,690,76.92,14145,3733.36,176.02,46.0,5.03,2.42,1.89,289.86,3.788809221
18000,1010,401,21.1,39.9,5.03,46.0,20500,433,90.9,21400,102000,200,690,76.92,14145,3203.98,198.02,46.0,5.03,2.42,1.89,289.86,4.414823783
20000,1010,401,21.1,39.9,5.03,46.0,20500,433,90.9,21400,102000,200,690,76.92,14145,2807.50,220.02,46.0,5.03,2.42,1.89,289.86,5.038282142
4000,1000,401,19.1,36.1,5.55,50.5,18400,385,90.2,15900,89700,200,690,76.92,12696,31649.97,44.35,50.5,5.55,2.40,1.89,289.86,0.4011378283
8000,1000,401,19.1,36.1,5.55,50.5,18400,385,90.2,15900,89700,200,690,76.92,12696,9016.66,88.69,50.5,5.55,2.40,1.89,289.86,1.408060219
12000,1000,401,19.1,36.1,5.55,50.5,18400,385,90.2,15900,89700,200,690,76.92,12696,4713.09,133.04,50.5,5.55,2.40,1.89,289.86,2.693772873
16000,1000,401,19.1,36.1,5.55,50.5,18400,385,90.2,15900,89700,200,690,76.92,12696,3123.21,177.38,50.5,5.55,2.40,1.89,289.86,4.065053941
18000,1000,401,19.1,36.1,5.55,50.5,18400,385,90.2,15900,89700,200,690,76.92,12696,2668.87,199.56,50.5,5.55,2.40,1.89,289.86,4.75706233
20000,1000,401,19.1,36.1,5.55,50.5,18400,385,90.2,15900,89700,200,690,76.92,12696,2330.45,221.73,50.5,5.55,2.40,1.89,289.86,5.44787283
4000,991,401,16.5,31.1,6.45,58.2,15800,334,89.9,10300,76300,200,690,76.92,10902,26863.79,44.49,58.2,6.45,2.39,1.88,289.86,0.4058250855
8000,991,401,16.5,31.1,6.45,58.2,15800,334,89.9,10300,76300,200,690,76.92,10902,7457.14,88.99,58.2,6.45,2.39,1.88,289.86,1.461954408
12000,991,401,16.5,31.1,6.45,58.2,15800,334,89.9,10300,76300,200,690,76.92,10902,3800.38,133.48,58.2,6.45,2.39,1.88,289.86,2.868657367
16000,991,401,16.5,31.1,6.45,58.2,15800,334,89.9,10300,76300,200,690,76.92,10902,2470.18,177.98,58.2,6.45,2.39,1.88,289.86,4.413436404
18000,991,401,16.5,31.1,6.45,58.2,15800,334,89.9,10300,76300,200,690,76.92,10902,2095.23,200.22,58.2,6.45,2.39,1.88,289.86,5.20323778
20000,991,401,16.5,31.1,6.45,58.2,15800,334,89.9,10300,76300,200,690,76.92,10902,1818.26,222.47,58.2,6.45,2.39,1.88,289.86,5.995828196
4000,983,401,16.5,27.1,7.39,57.9,14200,289,87.6,7620,66100,200,690,76.92,9798,23126.26,45.66,57.9,7.39,2.38,1.64,289.86,0.423674124
8000,983,401,16.5,27.1,7.39,57.9,14200,289,87.6,7620,66100,200,690,76.92,9798,6336.49,91.32,57.9,7.39,2.38,1.64,289.86,1.546282287
12000,983,401,16.5,27.1,7.39,57.9,14200,289,87.6,7620,66100,200,690,76.92,9798,3185.11,136.99,57.9,7.39,2.38,1.64,289.86,3.076187912
16000,983,401,16.5,27.1,7.39,57.9,14200,289,87.6,7620,66100,200,690,76.92,9798,2047.09,182.65,57.9,7.39,2.38,1.64,289.86,4.786300544
18000,983,401,16.5,27.1,7.39,57.9,14200,289,87.6,7620,66100,200,690,76.92,9798,1728.55,205.48,57.9,7.39,2.38,1.64,289.86,5.668347165
20000,983,401,16.5,27.1,7.39,57.9,14200,289,87.6,7620,66100,200,690,76.92,9798,1494.29,228.31,57.9,7.39,2.38,1.64,289.86,6.55694574
